Age,Department,JobRole,Education,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition
54,IT,Manager,Bachelor,101353,15,4,2,0,0
53,Operations,Executive,Master,79812,16,1,1,0,1
39,Finance,Junior,Bachelor,116259,16,3,3,1,0
40,IT,Senior,Bachelor,110851,8,1,3,1,1
30,HR,Manager,PhD,166038,0,4,2,0,0
39,HR,Executive,Master,191119,1,3,3,1,0
32,Finance,Senior,Master,195573,17,3,2,1,0
30,Operations,Junior,Bachelor,108910,0,4,1,0,0
27,Operations,Manager,Bachelor,182020,5,4,4,0,0
31,Operations,Executive,PhD,171786,16,2,3,0,0
36,Operations,Senior,High School,108627,4,3,4,0,0
53,Operations,Senior,Bachelor,139396,14,2,4,1,1
58,Finance,Executive,High School,175025,10,2,3,0,0
37,HR,Executive,Bachelor,146382,12,3,2,1,0
45,Finance,Senior,Master,30161,17,3,3,1,0
51,Sales,Senior,PhD,170402,12,1,4,1,0
21,Sales,Executive,PhD,134925,18,1,1,0,1
59,IT,Junior,High School,113479,6,3,3,1,0
40,Operations,Junior,High School,47541,5,4,3,1,0
29,HR,Manager,PhD,150266,0,3,2,1,1
22,IT,Senior,High School,199639,15,2,3,0,0
21,Sales,Senior,High School,138514,13,1,2,0,0
59,IT,Junior,Bachelor,182175,2,3,2,1,0
25,Sales,Executive,Bachelor,72793,19,2,4,1,0
32,Sales,Junior,High School,53360,14,2,2,1,1
34,Finance,Manager,PhD,115423,19,2,4,0,0
59,IT,Manager,Master,125881,1,2,3,1,1
52,Sales,Junior,Master,116831,9,1,2,0,1
29,HR,Executive,PhD,191934,5,2,3,0,0
53,Sales,Manager,PhD,187851,4,4,1,1,0
45,Finance,Executive,Master,195340,6,4,2,1,0
58,IT,Executive,Bachelor,53131,5,4,4,1,0
34,Sales,Senior,PhD,114888,14,1,3,0,0
29,Operations,Junior,Master,83009,16,1,2,0,1
47,Operations,Junior,PhD,135774,1,2,2,0,1
39,Sales,Junior,High School,182675,16,3,2,1,0
45,IT,Junior,High School,71079,3,4,4,0,0
52,Finance,Executive,Bachelor,192560,2,4,2,0,0
42,HR,Junior,Bachelor,47467,11,3,2,1,0
49,IT,Junior,PhD,116827,12,2,1,0,1
48,Finance,Junior,High School,165963,9,2,2,0,1
33,Sales,Senior,PhD,27852,15,2,4,0,1
48,HR,Senior,Bachelor,48409,11,3,4,1,0
23,IT,Junior,PhD,57556,5,2,3,1,1
50,Sales,Executive,Master,185683,4,4,4,0,0
31,HR,Senior,Bachelor,129201,14,3,4,1,0
22,Sales,Executive,Bachelor,136070,8,3,3,0,0
29,Operations,Senior,Master,195052,19,1,1,0,1
53,Operations,Senior,High School,69661,10,3,1,0,0
46,Finance,Executive,Master,142716,9,2,3,0,0
36,HR,Executive,Master,50013,12,1,2,0,1
45,Operations,Manager,Bachelor,118215,3,1,4,0,0
21,Sales,Junior,High School,178291,1,3,3,1,0
41,Finance,Senior,PhD,164540,13,3,4,0,0
40,Operations,Junior,Bachelor,106367,17,3,1,1,0
25,Finance,Executive,High School,181276,8,2,1,0,1
37,HR,Senior,Bachelor,59051,17,3,4,0,0
58,Operations,Manager,Master,91893,10,2,1,0,1
21,Operations,Junior,Bachelor,175408,14,1,4,0,0
33,IT,Manager,Bachelor,169403,4,3,4,1,0
38,IT,Senior,High School,183645,8,4,2,1,1
24,HR,Executive,Master,33133,3,3,2,0,0
34,HR,Senior,PhD,68672,6,4,4,1,0
25,IT,Manager,Master,32093,5,1,4,0,0
53,Operations,Executive,PhD,166668,5,3,1,0,0
46,Finance,Senior,High School,92140,2,3,1,0,0
24,HR,Executive,Master,130101,2,3,2,0,0
50,IT,Senior,Bachelor,162530,5,4,1,1,0
37,Finance,Manager,High School,46605,1,4,3,0,0
48,IT,Senior,PhD,171666,4,3,3,0,0
26,Sales,Junior,Master,131661,15,4,1,1,0
47,Operations,Senior,PhD,102139,17,4,2,0,0
56,Finance,Executive,PhD,178259,13,2,4,1,0
27,IT,Executive,Bachelor,24319,15,3,1,0,0
21,Finance,Executive,Master,136884,15,2,2,0,1
30,Sales,Executive,Bachelor,79142,19,3,1,1,0
33,Sales,Executive,High School,20567,10,4,2,1,1
52,Operations,Manager,PhD,192717,15,2,4,0,0
34,IT,Manager,Bachelor,29491,18,2,3,1,1
53,IT,Junior,High School,139332,3,2,3,1,0
50,IT,Senior,High School,72274,5,2,3,0,0
29,HR,Executive,High School,127294,16,3,1,1,0
26,Operations,Manager,Bachelor,142105,4,4,2,0,0
30,Sales,Junior,PhD,132989,10,2,1,1,1
31,Operations,Junior,PhD,171104,14,2,1,1,1
59,HR,Senior,Master,51608,15,2,3,1,1
40,IT,Senior,Bachelor,69050,17,2,3,1,1
45,Sales,Executive,Bachelor,27389,16,1,4,1,1
32,IT,Executive,High School,191478,4,3,2,0,0
42,HR,Manager,PhD,128081,7,4,2,0,0
32,HR,Junior,Master,47972,3,4,1,1,0
34,IT,Junior,Master,103552,3,4,4,1,0
56,IT,Executive,High School,162877,12,1,1,1,1
34,Finance,Senior,Master,115132,5,1,2,0,0
22,Sales,Manager,Master,46431,8,2,1,0,1
22,Sales,Manager,Master,122346,12,1,4,1,1
26,Operations,Executive,Master,23923,4,2,4,1,1
45,Operations,Manager,Master,154241,2,4,2,1,0
23,HR,Senior,Bachelor,94435,10,4,2,1,0
43,Sales,Junior,Master,142186,13,1,4,1,0
29,HR,Senior,Master,123445,13,4,2,1,0
51,IT,Executive,High School,115103,2,1,3,1,1
48,Sales,Manager,Bachelor,30049,12,4,3,1,0
45,HR,Executive,Bachelor,39240,7,1,1,1,1
55,Finance,Executive,PhD,47146,14,1,3,0,0
21,Finance,Senior,Master,44090,8,2,4,1,1
22,Sales,Senior,Bachelor,83470,15,3,3,0,0
35,Sales,Executive,Master,173181,3,4,4,0,0
36,Operations,Junior,PhD,81412,16,3,2,1,1
43,Sales,Senior,Bachelor,178539,11,3,1,1,0
55,Operations,Manager,Master,134807,7,3,2,1,1
28,Finance,Manager,High School,92565,2,2,3,0,0
27,Finance,Executive,PhD,197390,12,3,3,1,0
41,Finance,Executive,High School,168204,16,4,3,1,0
55,IT,Executive,Master,147994,6,3,3,1,0
59,Sales,Manager,Master,193194,8,4,3,0,0
57,Finance,Senior,Master,74077,0,4,1,1,1
53,Operations,Executive,Master,131081,1,3,1,1,1
57,Operations,Executive,Master,30063,7,4,4,1,0
55,HR,Senior,PhD,178050,8,4,1,1,0
38,HR,Manager,Master,139737,4,3,2,1,0
39,IT,Manager,Bachelor,32790,17,3,3,0,0
30,Operations,Executive,Bachelor,112225,8,2,1,1,1
24,HR,Executive,PhD,169840,15,2,4,0,0
50,Sales,Executive,PhD,80917,5,2,4,0,0
53,Sales,Manager,Master,64249,10,3,3,1,0
24,Sales,Senior,High School,157784,3,3,3,1,0
29,Sales,Executive,High School,178809,15,1,4,0,0
37,HR,Executive,PhD,29070,18,3,4,1,0
59,IT,Junior,Master,72332,5,4,1,1,0
44,HR,Manager,High School,133614,12,3,4,0,0
59,Sales,Senior,PhD,32483,12,2,2,0,1
33,Finance,Senior,Master,103245,10,3,3,0,0
46,Sales,Senior,PhD,72110,17,3,4,1,0
39,IT,Junior,PhD,130685,19,3,3,0,0
37,Operations,Senior,PhD,140929,5,4,2,1,0
50,Operations,Junior,High School,81417,0,2,1,0,1
46,Sales,Executive,Bachelor,81237,11,2,3,1,1
33,IT,Manager,Bachelor,89097,8,4,4,1,0
38,HR,Manager,High School,57657,17,2,1,1,1
41,IT,Senior,High School,154591,6,1,1,1,1
54,Sales,Executive,High School,125775,17,3,2,1,1
29,HR,Executive,High School,187212,13,4,3,0,0
50,Operations,Manager,Bachelor,142220,8,1,3,1,1
49,Sales,Senior,Bachelor,119396,9,4,3,0,0
49,Operations,Junior,PhD,168746,16,2,3,1,1
39,Sales,Manager,PhD,93282,14,1,3,1,0
28,HR,Manager,Master,32161,13,1,2,0,1
37,IT,Junior,PhD,149100,17,3,1,0,0
32,Operations,Senior,PhD,103715,1,3,2,0,0
35,HR,Senior,PhD,167407,0,2,1,0,1
25,Operations,Junior,PhD,136873,13,4,1,1,0
54,Finance,Junior,PhD,50705,7,3,3,0,0
23,HR,Manager,PhD,139788,18,2,2,0,1
25,HR,Junior,PhD,33003,15,2,1,1,1
54,IT,Senior,PhD,195601,7,2,1,0,1
29,IT,Junior,Bachelor,137376,13,1,2,1,1
44,Sales,Junior,Bachelor,161671,16,3,4,1,0
25,IT,Senior,Bachelor,23931,16,4,3,1,0
47,Sales,Senior,Master,44651,4,1,1,0,1
40,IT,Executive,Master,48721,10,2,3,0,0
22,IT,Senior,PhD,115901,19,4,2,0,0
43,Sales,Manager,PhD,59081,4,4,4,0,0
54,Finance,Junior,Bachelor,31482,17,3,1,0,1
49,HR,Manager,High School,100410,1,4,1,0,0
55,Sales,Executive,Master,21960,14,1,4,0,1
50,Finance,Manager,Bachelor,192007,11,3,1,0,0
23,IT,Junior,Bachelor,153850,12,1,1,1,1
30,Sales,Junior,High School,184939,12,2,2,1,1
54,Finance,Manager,High School,156894,1,4,1,1,1
21,Finance,Senior,PhD,70912,2,1,1,0,1
26,HR,Manager,PhD,182048,18,3,3,0,0
26,IT,Manager,Bachelor,151037,19,4,2,0,0
36,Operations,Senior,High School,158294,13,4,4,1,0
21,Finance,Executive,PhD,140138,12,1,4,1,0
25,Sales,Executive,High School,49174,17,1,2,0,1
45,IT,Junior,Bachelor,80145,14,2,2,1,1
47,Operations,Senior,Bachelor,48094,4,2,4,0,0
58,Operations,Senior,Master,33592,15,1,4,0,1
46,Operations,Junior,Bachelor,60055,11,2,1,0,1
36,Finance,Executive,Master,157935,11,1,1,1,1
46,HR,Executive,High School,76234,2,4,3,1,0
57,Operations,Executive,Master,187111,1,4,2,1,1
48,Operations,Executive,Master,114947,14,1,1,0,0
48,Sales,Executive,Master,109818,1,2,1,0,1
50,Operations,Executive,PhD,157060,15,2,3,0,0
33,IT,Executive,Bachelor,41135,16,2,1,1,1
45,HR,Executive,Bachelor,54586,9,1,3,0,0
39,HR,Junior,Bachelor,124175,15,4,4,1,0
33,Operations,Manager,PhD,171135,2,2,2,1,1
31,Finance,Senior,PhD,27902,12,2,1,1,1
43,Finance,Manager,Master,135721,10,2,1,1,1
34,Operations,Executive,Bachelor,99927,14,2,1,1,1
30,Operations,Senior,PhD,165942,18,2,2,1,1
54,Finance,Senior,Bachelor,33615,4,3,4,1,0
43,Operations,Senior,Master,141648,16,2,3,0,0
41,Sales,Manager,High School,24408,3,1,3,0,0
40,Sales,Senior,High School,34408,5,3,2,0,0
52,Operations,Executive,Bachelor,42441,0,4,3,0,0
34,Finance,Senior,Master,176646,18,3,2,1,0
44,Sales,Executive,Master,67715,18,3,3,0,0
38,Finance,Manager,PhD,21447,3,1,2,1,1
50,Operations,Executive,PhD,69907,14,2,2,0,1
48,Operations,Manager,Master,78915,10,1,3,1,1
34,Operations,Manager,PhD,89141,10,3,2,0,0
41,Sales,Junior,Master,173916,7,4,3,0,0
54,HR,Manager,Master,144243,3,2,1,1,1
25,HR,Executive,High School,153895,0,3,1,0,0
51,HR,Manager,High School,186999,19,3,1,1,0
23,Sales,Executive,Bachelor,117049,18,3,1,1,1
43,Finance,Senior,Bachelor,181521,6,3,1,1,0
59,HR,Senior,Bachelor,128156,18,1,4,1,0
50,HR,Junior,High School,27332,13,3,3,0,0
50,IT,Executive,PhD,173457,10,2,4,1,1
56,Operations,Senior,Master,108889,5,4,2,0,0
58,HR,Executive,PhD,179378,18,3,1,0,0
27,HR,Senior,PhD,94428,10,3,1,1,1
25,Finance,Executive,Master,99449,2,2,2,0,1
26,Operations,Executive,Bachelor,124851,7,2,3,0,0
34,Sales,Executive,High School,184219,6,1,3,1,0
31,Sales,Manager,High School,26714,12,3,3,1,0
57,IT,Junior,Master,65723,2,4,3,0,0
22,Finance,Manager,Bachelor,187660,14,1,3,0,0
51,Finance,Junior,PhD,151181,10,3,1,1,0
47,Operations,Senior,Bachelor,145170,10,2,1,0,1
36,Finance,Junior,Bachelor,172112,11,1,1,0,1
22,IT,Junior,Master,177326,7,1,1,0,1
46,Operations,Executive,Bachelor,180415,10,3,2,0,0
36,Finance,Senior,Master,49376,19,3,2,0,0
29,Finance,Manager,PhD,136458,17,2,4,1,1
29,HR,Senior,PhD,25089,2,4,1,1,1
25,HR,Junior,Master,138140,13,2,2,1,1
56,IT,Junior,PhD,131995,14,3,1,0,0
27,HR,Manager,Bachelor,89044,17,3,4,1,0
52,Finance,Manager,High School,184857,10,2,2,1,1
49,HR,Manager,High School,72786,1,1,4,0,0
57,Finance,Manager,PhD,116851,0,1,2,0,1
23,Operations,Executive,PhD,36310,18,4,4,0,0
50,HR,Junior,Master,36503,12,2,3,1,1
51,IT,Senior,Master,187642,14,1,4,1,0
47,Sales,Senior,Bachelor,116156,18,2,2,1,1
26,Finance,Senior,Bachelor,162034,12,4,4,1,0
49,IT,Executive,PhD,156140,4,1,3,0,0
29,Finance,Manager,High School,77004,7,2,3,1,1
40,Finance,Senior,High School,96826,13,4,1,1,1
31,Operations,Executive,High School,27128,10,3,1,1,1
39,Finance,Manager,Master,152895,7,4,2,1,0
59,Sales,Manager,Master,112578,15,3,4,1,0
30,Sales,Manager,Master,61557,9,1,2,1,1
25,Sales,Senior,High School,70047,17,4,4,1,0
59,IT,Manager,PhD,89883,6,1,1,0,1
43,Operations,Senior,Master,65076,1,1,3,1,1
26,IT,Manager,Master,37562,15,3,2,0,0
51,IT,Junior,Bachelor,124180,12,1,3,0,0
38,Sales,Manager,Master,47871,15,4,4,0,0
41,IT,Senior,PhD,126995,2,1,3,1,1
35,Finance,Junior,Bachelor,63068,18,2,1,1,1
51,HR,Senior,High School,125319,12,1,4,0,0
30,Finance,Manager,PhD,101625,12,1,2,0,0
26,IT,Senior,Master,104004,9,4,4,0,0
44,Operations,Senior,Bachelor,142873,5,2,1,1,1
53,Finance,Senior,PhD,110238,1,1,2,1,1
48,IT,Executive,PhD,167299,18,3,3,1,0
48,Operations,Executive,High School,71547,16,4,1,0,0
30,Sales,Executive,Bachelor,183694,3,4,2,1,0
43,HR,Executive,PhD,125584,10,3,1,1,0
35,IT,Manager,High School,176797,3,4,3,1,0
57,Finance,Executive,High School,40578,10,3,4,1,0
34,HR,Senior,PhD,136276,7,2,3,0,0
34,Sales,Junior,Master,178245,14,2,3,0,0
27,Sales,Executive,Master,170155,5,2,1,1,1
56,HR,Junior,PhD,77789,7,3,1,0,0
38,IT,Executive,Master,66726,11,2,4,0,0
35,IT,Junior,PhD,52115,2,2,4,1,0
53,Operations,Manager,Bachelor,141009,6,2,1,0,1
42,Operations,Senior,Master,145966,14,1,3,1,0
37,IT,Executive,Bachelor,169537,11,3,4,1,0
46,Finance,Senior,Master,143378,9,3,3,1,0
35,Sales,Manager,Bachelor,112805,15,2,4,0,0
38,Operations,Executive,Master,41979,16,2,4,0,0
28,HR,Junior,High School,113867,14,1,1,0,1
23,HR,Senior,PhD,25059,12,2,1,0,1
34,IT,Senior,High School,94450,8,2,4,1,0
54,HR,Senior,PhD,196995,15,4,1,0,0
53,HR,Manager,High School,178595,7,3,1,1,0
57,IT,Junior,High School,62954,13,1,3,1,0
21,Finance,Senior,High School,96575,2,1,1,1,1
55,IT,Junior,High School,125996,1,3,2,0,0
30,Sales,Manager,PhD,152435,7,4,2,0,0
39,Operations,Executive,PhD,26151,14,3,1,0,0
31,Finance,Senior,PhD,169021,10,3,3,0,0
55,Finance,Junior,High School,115578,12,1,3,0,0
22,HR,Manager,Master,169827,12,1,4,0,0
23,Operations,Executive,High School,152026,17,4,2,1,0
35,Operations,Executive,Bachelor,169967,18,2,3,1,1
48,Finance,Manager,Bachelor,150981,19,3,1,1,0
22,Sales,Manager,Bachelor,164989,0,1,1,0,1
50,Sales,Executive,PhD,45292,7,2,4,1,1
58,HR,Manager,Master,81952,1,2,1,1,1
25,HR,Junior,PhD,77029,11,3,4,0,0
26,Sales,Executive,Master,140716,12,4,1,1,0
25,Operations,Junior,High School,59941,19,2,2,1,1
32,Sales,Senior,PhD,197792,5,3,1,1,0
24,Finance,Senior,High School,132498,5,3,1,1,0
44,IT,Manager,Master,39836,8,3,4,0,0
45,IT,Manager,Master,108255,11,2,2,0,1
46,IT,Manager,Master,138545,8,2,3,1,0
53,Operations,Manager,Bachelor,108923,5,2,3,0,0
41,Sales,Senior,High School,167765,5,4,3,0,0
43,Finance,Senior,PhD,178902,6,3,3,1,0
57,Finance,Executive,Master,151309,12,4,2,0,0
57,HR,Executive,PhD,22627,13,2,4,0,1
32,Operations,Junior,Bachelor,177514,2,2,4,1,0
57,Finance,Junior,High School,163222,11,3,2,1,1
41,HR,Senior,PhD,190439,4,4,2,0,0
33,Operations,Manager,High School,143238,7,1,1,0,0
53,Finance,Manager,High School,86668,3,1,1,0,1
26,Sales,Senior,Master,53535,17,3,4,0,0
32,Finance,Junior,High School,72477,0,3,1,1,1
58,Operations,Senior,Master,79336,10,4,3,1,0
50,HR,Manager,Master,63263,19,1,4,0,0
57,Operations,Junior,High School,92548,2,3,1,1,0
38,IT,Executive,PhD,49345,14,3,2,0,0
36,Finance,Junior,Bachelor,104579,4,3,2,0,0
27,IT,Executive,High School,88116,9,2,4,0,0
21,Sales,Executive,PhD,134903,1,2,1,0,1
48,HR,Manager,High School,97683,6,1,1,0,1
23,Sales,Executive,Master,68892,0,1,1,1,1
59,Operations,Manager,Bachelor,94723,6,4,3,0,0
30,Finance,Junior,High School,40906,7,1,1,1,1
34,HR,Junior,Master,133815,7,3,1,1,0
35,IT,Junior,Master,109150,0,4,3,1,0
26,IT,Executive,Master,184057,11,4,2,1,0
59,Operations,Senior,Master,196969,3,2,1,0,1
36,IT,Senior,Bachelor,35454,11,2,2,1,1
38,Operations,Executive,Master,54025,0,4,3,0,0
55,HR,Senior,Bachelor,97677,3,3,3,0,0
45,Sales,Senior,Master,37062,15,4,2,1,1
53,Finance,Junior,Master,28691,14,4,2,1,1
53,Sales,Senior,High School,154766,12,3,3,0,0
39,Sales,Junior,High School,115371,2,4,4,1,0
58,Finance,Senior,Bachelor,107146,11,3,4,1,0
31,HR,Junior,Master,187953,19,2,1,0,1
59,Operations,Executive,Master,134261,16,2,4,1,0
23,IT,Executive,High School,45147,12,1,3,1,0
58,Finance,Executive,Bachelor,173861,1,3,1,1,1
21,Sales,Executive,Bachelor,21717,19,1,4,1,1
45,Finance,Junior,Bachelor,195201,0,1,3,0,0
52,HR,Manager,PhD,46458,13,1,1,1,1
56,Finance,Executive,High School,38633,5,3,1,1,1
24,IT,Junior,High School,33006,7,1,4,1,1
43,Sales,Junior,Bachelor,148742,16,3,3,0,0
36,IT,Junior,High School,21230,1,2,4,1,1
31,IT,Manager,PhD,61969,8,1,1,0,1
42,IT,Manager,PhD,102368,13,2,1,1,1
59,IT,Senior,PhD,65520,18,2,2,1,1
53,Finance,Manager,Master,86377,6,2,2,1,1
58,Finance,Manager,Master,187081,5,4,1,0,0
33,Sales,Manager,Master,92199,15,2,2,0,1
41,Operations,Junior,Bachelor,82402,14,3,1,1,1
32,Operations,Manager,PhD,153402,5,3,4,1,0
46,IT,Executive,PhD,154680,17,3,3,0,0
21,HR,Junior,High School,42987,5,4,1,0,0
42,IT,Senior,High School,162146,10,3,4,0,0
47,HR,Junior,Bachelor,26970,18,4,1,1,1
52,HR,Senior,Master,133283,0,4,2,0,0
28,IT,Executive,Bachelor,192765,2,4,1,0,0
54,Sales,Senior,PhD,196639,14,2,3,0,0
38,HR,Junior,PhD,94295,4,2,3,0,0
24,IT,Senior,PhD,107711,8,3,2,0,0
21,IT,Junior,PhD,184611,12,2,2,1,1
36,IT,Senior,Bachelor,62107,0,2,1,0,1
50,HR,Manager,Bachelor,124341,16,4,4,0,0
43,Finance,Senior,Bachelor,48785,4,2,3,0,0
51,HR,Junior,Bachelor,69423,5,3,2,0,0
48,Finance,Executive,PhD,102075,15,3,2,0,0
57,Finance,Senior,High School,61858,2,2,2,1,1
36,Sales,Junior,Bachelor,144654,7,3,2,1,0
29,Operations,Senior,Master,41112,16,3,2,0,0
22,IT,Executive,Bachelor,98104,6,4,3,0,0
22,IT,Senior,PhD,77759,10,1,3,1,0
52,HR,Junior,PhD,153792,12,1,4,1,1
36,Operations,Junior,Bachelor,137694,6,4,3,1,0
33,Sales,Executive,Master,158708,15,4,3,0,0
47,IT,Junior,PhD,50712,19,4,4,1,0
51,HR,Junior,Bachelor,110826,9,3,1,1,0
53,Sales,Senior,High School,21230,12,2,2,1,1
41,Operations,Senior,PhD,117603,4,1,3,1,0
39,HR,Executive,Master,125425,19,3,2,0,0
33,Sales,Senior,High School,102637,9,4,1,1,0
39,Operations,Junior,High School,131219,1,1,1,0,1
55,IT,Manager,Master,133393,11,1,3,1,0
55,Operations,Manager,Master,47929,17,3,4,0,0
53,HR,Junior,Bachelor,133287,19,4,4,0,0
23,IT,Junior,Master,21670,0,3,2,1,1
41,Finance,Senior,Bachelor,147325,7,2,4,0,0
43,HR,Junior,High School,192713,9,4,2,1,0
31,Finance,Executive,Bachelor,86031,17,2,3,1,0
24,Operations,Junior,PhD,81349,0,3,2,1,1
24,Sales,Manager,Master,39377,7,3,4,1,0
35,IT,Junior,PhD,147347,1,3,4,0,0
48,HR,Senior,Master,104964,8,4,3,0,0
56,IT,Manager,Bachelor,178637,1,1,2,0,1
28,Operations,Junior,Bachelor,158648,1,1,2,0,1
44,Operations,Manager,Master,22768,16,1,2,0,1
54,Sales,Manager,Master,175348,12,4,1,0,0
35,Sales,Junior,PhD,35240,14,2,4,1,1
43,HR,Senior,PhD,64508,11,1,2,1,1
47,IT,Senior,PhD,35778,10,4,3,1,0
34,HR,Manager,Bachelor,26472,5,4,2,1,1
22,Finance,Senior,Master,153299,2,2,2,1,1
55,Operations,Junior,PhD,156611,17,4,1,1,0
27,Finance,Manager,High School,123853,14,3,4,1,0
36,Finance,Senior,PhD,25457,13,4,3,1,0
42,IT,Executive,PhD,101914,15,2,4,1,1
48,Finance,Executive,PhD,43897,16,3,4,1,0
52,Finance,Senior,Bachelor,159985,18,2,1,0,1
27,Sales,Junior,Bachelor,187746,18,2,1,0,0
42,HR,Executive,PhD,111507,3,3,2,1,0
22,Sales,Senior,High School,100656,0,3,2,1,1
28,IT,Senior,High School,143615,14,1,4,0,0
27,HR,Junior,High School,41003,10,4,1,1,0
58,HR,Junior,High School,90696,19,4,2,0,0
41,Operations,Senior,Bachelor,112726,16,3,3,0,0
42,Operations,Manager,High School,150352,17,2,1,1,1
55,Finance,Senior,Master,178255,16,1,1,0,1
38,HR,Junior,High School,32598,13,1,2,1,1
29,HR,Manager,High School,53307,2,1,3,0,0
22,Operations,Junior,High School,109043,12,3,4,1,0
37,Finance,Senior,Bachelor,136787,19,3,4,1,0
40,Operations,Manager,High School,63473,5,1,2,0,1
26,HR,Senior,Bachelor,75217,5,3,1,1,0
31,IT,Executive,Master,183466,8,3,1,1,0
25,Operations,Executive,PhD,66061,16,1,4,0,0
30,Sales,Manager,PhD,181501,0,1,3,1,1
43,Operations,Senior,PhD,68609,19,2,2,0,1
53,HR,Executive,Bachelor,178941,3,2,1,0,1
56,Finance,Senior,PhD,152003,8,4,3,1,0
59,HR,Manager,Bachelor,108815,10,1,1,1,1
54,Finance,Junior,PhD,164347,0,2,1,1,1
37,HR,Executive,Bachelor,105498,0,4,3,1,0
46,Sales,Manager,Bachelor,140485,4,2,3,0,0
47,Sales,Manager,High School,159495,14,3,1,0,0
23,Finance,Manager,Master,92326,14,2,2,0,1
39,Sales,Junior,Bachelor,64451,13,2,1,1,1
28,IT,Manager,High School,43328,16,2,4,0,0
37,IT,Manager,Bachelor,40707,10,4,2,1,0
21,Sales,Manager,PhD,96269,5,3,2,0,0
27,Operations,Executive,High School,196335,14,1,4,0,0
56,Sales,Manager,High School,163939,4,4,1,0,0
23,Finance,Senior,Bachelor,148503,11,3,2,1,0
39,Sales,Senior,High School,39998,15,2,4,0,0
47,Sales,Manager,Master,130871,16,4,2,1,1
23,Finance,Executive,Master,43388,1,4,2,1,1
54,IT,Executive,Master,98398,19,1,2,0,1
25,Operations,Executive,High School,140736,1,4,4,0,0
57,HR,Manager,Bachelor,184573,14,2,3,0,0
36,Operations,Senior,PhD,152783,12,2,2,1,1
34,HR,Executive,Bachelor,152102,17,1,2,1,1
50,Sales,Executive,Bachelor,89019,17,1,1,0,0
52,IT,Junior,High School,156233,14,2,3,0,0
32,Sales,Senior,High School,140554,5,2,4,0,0
47,HR,Junior,Master,37991,4,2,4,1,1
46,IT,Executive,Bachelor,63796,15,4,1,0,0
49,HR,Executive,High School,44329,11,4,4,0,0
43,Sales,Manager,High School,103565,6,3,3,0,0
42,HR,Manager,Bachelor,56379,12,3,2,0,0
40,IT,Manager,PhD,32938,12,4,1,1,1
58,Operations,Executive,PhD,172788,11,2,3,0,0
36,Sales,Senior,Bachelor,75158,2,3,3,1,0
51,HR,Senior,Bachelor,44043,9,3,2,0,0
23,HR,Executive,High School,109006,10,2,1,0,1
41,Operations,Manager,Master,168193,17,2,4,0,0
59,IT,Senior,Master,126701,9,2,4,0,0
25,Finance,Executive,High School,158882,18,1,1,0,0
40,Finance,Senior,Bachelor,111747,16,4,3,0,0
43,Finance,Manager,High School,120893,7,4,4,0,0
52,Sales,Manager,Bachelor,199895,16,4,3,0,0
29,Finance,Senior,PhD,38255,3,3,2,0,0
23,Finance,Executive,High School,88672,15,2,4,0,0
47,Operations,Junior,PhD,173861,13,2,1,0,1
47,Finance,Junior,PhD,133715,17,2,3,0,0
30,HR,Senior,Master,167444,11,3,1,0,0
36,Operations,Manager,Bachelor,114823,6,1,2,1,1
44,HR,Manager,High School,115224,10,2,2,1,1
43,Sales,Executive,Master,34225,8,1,2,0,1
29,Operations,Senior,Bachelor,30214,5,1,1,1,1
22,HR,Junior,Bachelor,197880,0,3,1,1,1
26,HR,Manager,PhD,29719,18,4,1,0,0
57,IT,Senior,Bachelor,174795,6,2,4,1,0
55,IT,Junior,PhD,171798,10,3,3,1,0
27,IT,Junior,Bachelor,37767,13,2,4,1,1
35,IT,Executive,Bachelor,57937,9,2,1,1,1
41,Finance,Senior,PhD,127028,10,1,3,1,0
58,Sales,Senior,PhD,107779,1,3,2,1,1
56,Finance,Senior,High School,63441,0,3,4,0,0
43,Sales,Executive,PhD,22039,8,3,4,0,0
49,Operations,Manager,PhD,72279,3,2,4,0,0
33,Sales,Senior,Master,27514,16,4,4,0,0
25,Finance,Executive,High School,143431,14,4,2,0,0
59,Operations,Manager,PhD,52306,16,4,2,1,1
59,Operations,Executive,Master,194745,10,2,1,1,1
21,Operations,Senior,PhD,85253,13,4,1,1,0
40,IT,Manager,Master,68412,11,2,3,1,0
21,Finance,Executive,Bachelor,72306,2,2,4,0,0
55,IT,Executive,High School,20334,0,4,4,1,1
27,HR,Junior,High School,25684,17,2,4,0,0
55,Operations,Executive,High School,81812,0,1,1,1,1
54,Operations,Junior,High School,133058,5,4,1,1,0
25,Operations,Executive,High School,80365,0,4,3,0,0
49,Finance,Manager,Master,123409,16,4,1,1,0
47,Operations,Junior,Master,195374,9,1,4,1,0
27,Finance,Senior,High School,110708,17,3,4,1,0
21,HR,Manager,Master,84129,12,3,1,0,0
29,HR,Senior,Master,47842,16,4,1,0,0
21,HR,Senior,Master,128161,15,2,2,1,1
47,IT,Junior,High School,70680,6,1,1,0,1
37,Operations,Manager,Bachelor,103746,6,1,3,1,1
52,HR,Executive,PhD,83334,0,3,1,1,1
50,Sales,Executive,Bachelor,165456,1,4,3,1,0
35,Finance,Senior,Bachelor,155700,10,3,1,1,1
48,Sales,Manager,High School,94859,4,2,1,0,1
23,HR,Executive,High School,133514,18,4,3,1,0
